Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_20_431.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_20_431.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_20_431.jpg,0,0,0,1.633657E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_20_499.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_20_499.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_20_499.jpg,0,0,0,5.454529E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_20_566.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_20_566.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_20_566.jpg,0,0,0,6.517823E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_20_633.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_20_633.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_20_633.jpg,0,0,0,1.074898E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_20_703.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_20_703.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_20_703.jpg,0,0,0,1.838948E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_20_771.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_20_771.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_20_771.jpg,0,0,0,2.965795E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_20_838.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_20_838.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_20_838.jpg,0,0,0,6.749698E-07
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_20_906.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_20_906.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_20_906.jpg,0,0,0,4.889132E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_20_975.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_20_975.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_20_975.jpg,0,0,0,6.584316E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_043.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_043.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_043.jpg,0,0,0,5.032926E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_111.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_111.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_111.jpg,0,0,0,6.791821E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_179.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_179.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_179.jpg,-0.01909722,0,0,4.325334E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_247.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_247.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_247.jpg,-0.03298611,0,0,1.281026E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_314.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_314.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_314.jpg,-0.03298611,0,0,5.189533E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_384.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_384.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_384.jpg,-0.03472222,0,0,8.982377E-07
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_452.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_452.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_452.jpg,-0.05381944,0,0,8.087291E-06
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_524.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_524.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_524.jpg,-0.08159722,0.06937838,0,0.01065115
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_590.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_590.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_590.jpg,-0.1145833,0.2478219,0,0.171795
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_658.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_658.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_658.jpg,-0.1545139,0.4338546,0,0.4035396
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_726.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_726.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_726.jpg,-0.1545139,0.6676443,0,0.9149963
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_794.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_794.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_794.jpg,-0.1545139,0.8474271,0,1.518983
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_862.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_862.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_862.jpg,-0.1545139,1,0,2.443279
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_929.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_929.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_929.jpg,-0.1545139,1,0,3.151362
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_21_997.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_21_997.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_21_997.jpg,-0.2048611,1,0,3.856407
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_22_066.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_22_066.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_22_066.jpg,-0.2534722,1,0,4.78673
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_22_133.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_22_133.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_22_133.jpg,-0.2534722,1,0,5.480831
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_22_204.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_22_204.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_22_204.jpg,-0.2517361,1,0,6.400793
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_22_271.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_22_271.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_22_271.jpg,-0.2517361,1,0,7.086167
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_22_340.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_22_340.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_22_340.jpg,-0.2326389,1,0,7.994521
Z:\Virtual Machines.localized\IMG\center_2023_03_30_01_12_22_408.jpg,Z:\Virtual Machines.localized\IMG\left_2023_03_30_01_12_22_408.jpg,Z:\Virtual Machines.localized\IMG\right_2023_03_30_01_12_22_408.jpg,-0.2048611,1,0,8.672329
