Z:\Applications\!XXX\IMG\center_2023_04_06_21_41_29_559.jpg,Z:\Applications\!XXX\IMG\left_2023_04_06_21_41_29_559.jpg,Z:\Applications\!XXX\IMG\right_2023_04_06_21_41_29_559.jpg,0,1,0,7.058049
Z:\Applications\!XXX\IMG\center_2023_04_06_21_41_29_627.jpg,Z:\Applications\!XXX\IMG\left_2023_04_06_21_41_29_627.jpg,Z:\Applications\!XXX\IMG\right_2023_04_06_21_41_29_627.jpg,0,1,0,7.966284
Z:\Applications\!XXX\IMG\center_2023_04_06_21_41_29_699.jpg,Z:\Applications\!XXX\IMG\left_2023_04_06_21_41_29_699.jpg,Z:\Applications\!XXX\IMG\right_2023_04_06_21_41_29_699.jpg,0,1,0,8.642834
Z:\Applications\!XXX\IMG\center_2023_04_06_21_41_29_777.jpg,Z:\Applications\!XXX\IMG\left_2023_04_06_21_41_29_777.jpg,Z:\Applications\!XXX\IMG\right_2023_04_06_21_41_29_777.jpg,0,1,0,9.538731
Z:\Applications\!XXX\IMG\center_2023_04_06_21_41_29_849.jpg,Z:\Applications\!XXX\IMG\left_2023_04_06_21_41_29_849.jpg,Z:\Applications\!XXX\IMG\right_2023_04_06_21_41_29_849.jpg,-0.15,1,0,10.42206
Z:\Applications\!XXX\IMG\center_2023_04_06_21_41_29_925.jpg,Z:\Applications\!XXX\IMG\left_2023_04_06_21_41_29_925.jpg,Z:\Applications\!XXX\IMG\right_2023_04_06_21_41_29_925.jpg,-0.3,1,0,11.06203
Z:\Applications\!XXX\IMG\center_2023_04_06_21_41_29_997.jpg,Z:\Applications\!XXX\IMG\left_2023_04_06_21_41_29_997.jpg,Z:\Applications\!XXX\IMG\right_2023_04_06_21_41_29_997.jpg,-0.3936558,1,0,11.99478
Z:\Applications\!XXX\IMG\center_2023_04_06_21_41_30_077.jpg,Z:\Applications\!XXX\IMG\left_2023_04_06_21_41_30_077.jpg,Z:\Applications\!XXX\IMG\right_2023_04_06_21_41_30_077.jpg,-0.1533816,1,0,12.86252
Z:\Applications\!XXX\IMG\center_2023_04_06_21_41_30_144.jpg,Z:\Applications\!XXX\IMG\left_2023_04_06_21_41_30_144.jpg,Z:\Applications\!XXX\IMG\right_2023_04_06_21_41_30_144.jpg,0,1,0,13.24265
Z:\Applications\!XXX\IMG\center_2023_04_06_21_41_30_230.jpg,Z:\Applications\!XXX\IMG\left_2023_04_06_21_41_30_230.jpg,Z:\Applications\!XXX\IMG\right_2023_04_06_21_41_30_230.jpg,0,1,0,14.52543
